02:26,3,Missed Field Goal,38,Ricky Schmitt 38 yard field goal attempt is GOOD.,3,7
01:30,3,Rush,2,Pat White rush for 2 yards to the Edm46. Tackled by Brandon Jordan.,3,7
12:53,3,No Yards,14,Steven Shott punts for 29 yards to Edm31. Penalty: No Yards on BC (Thomas Spoletini) -15 yards.,3,7
06:53,3,No Yards,26,Grant Shaw punts for 41 yards to BC39. Penalty: No Yards on Edmonton (Eric Samuels) -15 yards.,3,7
04:46,3,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Alex Bazzie) -5 yards.,3,7
04:10,3,Punt Single,48,Steven Shott punts for 48 yards to Edm0 (Single).,4,7
03:23,3,No Yards,31,Grant Shaw punts for 36 yards to BC35. Penalty: No Yards on Edmonton (Nathan Kanya) -5 yards.,4,7
01:43,3,Incomplete Pass,0,John Beck incomplete pass intended for Jabin Sambrano defensed by Otha Foster.,4,7
01:09,3,Illegal Block,-3,Grant Shaw punts for 59 yards to BC28. Jabin Sambrano return for 7 yards to BC35. Tackled by Curtis Dublanko. Penalty: Illegal Block on BC (Casey Chin) -10 yards.,4,7
00:00,3,Missed Field Goal,11,Grant Shaw 11 yard field goal attempt is GOOD.,4,10
05:42,3,Field Goal Single,50,50 yard field goal attempt by Zackary Medeiros is NO GOOD (Single).,4,11
04:22,3,Offside,5,Penalty: Offside on Edmonton (Joash Gesse) 5 yards.,4,11
00:58,3,Missed Field Goal,29,29 yard field goal attempt by Zackary Medeiros is NO GOOD.,4,11
06:13,3,Rush,0,Travis Partridge rush for no gain to the BC52. Tackled by Donovan Richard.,4,11
02:20,3,Face Mask,31,Hugh O'Neill punts for 50 yards to BC24. Keola Antolin return for 16 yards to BC40. Tackled by Joash Gesse. Penalty: Face Mask on Edmonton (Joash Gesse) 15 yards.,11,11
00:08,3,Missed Field Goal,38,Steven Shott 38 yard field goal attempt is GOOD.,14,11
06:22,3,Offside,5,Penalty: Offside on BC (Torri Williams) 5 yards.,0,14
01:22,3,Missed Field Goal,17,Paul McCallum 17 yard field goal attempt is GOOD.,0,17
00:00,3,Punt Single,0,Ricky Schmitt punts for 57 yards to Cgy0. No return (Single).,0,18
09:54,3,Missed Field Goal,24,Rene Paredes 24 yard field goal attempt is GOOD.,3,18
02:49,3,Missed Field Goal,42,Paul McCallum 42 yard field goal attempt is GOOD.,10,21
01:04,3,Missed Field Goal,29,43 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Sederrik Cunningham to the Cgy19. Tackled by Adam Bighill.,10,21
12:20,3,Rush,5,Stefan Logan rush for 5 yards to the Cgy40. Tackled by Karl McCartney.,13,21
10:09,3,Missed Field Goal,42,Paul McCallum 42 yard field goal attempt is GOOD.,13,24
03:53,3,Illegal Block,47,Ricky Schmitt punts for 43 yards to Cgy9. Penalty: Illegal Block on Calgary (Akeem Whonder) 4 yards.,13,24
14:35,3,Missed Field Goal,47,Paul McCallum 47 yard field goal attempt is GOOD.,13,34
10:37,3,Missed Field Goal,26,Paul McCallum 26 yard field goal attempt is GOOD.,13,37
02:48,3,Missed Field Goal,21,40 yard field goal attempt by Ricky Schmitt is NO GOOD.  Missed field goal returned by Adam Thibault to the Cgy11. Tackled by Jamall Johnson.,13,37
01:20,3,Illegal Procedure,-5,Penalty: Illegal Procedure on BC (Casey Chin) -5 yards.,13,37
00:45,3,Rush,4,Matt Walter rush for 4 yards to the Cgy39. Tackled by Steven Doege.,13,37
09:55,3,No Yards,28,Grant Shaw punts for 33 yards to BC26. Penalty: No Yards on Edmonton (Dexter McCoil) -5 yards.,0,7
03:49,3,No Yards,29,Grant Shaw punts for 44 yards to BC34. Penalty: No Yards on Edmonton (Aaron Grymes) -15 yards.,7,7
12:13,3,Missed Field Goal,14,Grant Shaw 14 yard field goal attempt is GOOD.,10,14
07:29,3,Missed Field Goal,42,Grant Shaw 42 yard field goal attempt is GOOD.,13,14
00:43,3,Missed Field Goal,16,Paul McCallum 16 yard field goal attempt is GOOD.,13,17
00:14,3,Rush,1,Pat White rush for 1 yard to the Edm46. Tackled by Jamall Johnson.,13,17
02:25,3,Pass,3,Matt Nichols pass to Calvin McCarty for 3 yards to the BC29. Tackled by Alex Bazzie.,13,17
13:51,3,Illegal Punt,23,Grant Shaw punts for 33 yards to BC22. Penalty: Illegal Punt on Edmonton (Grant Shaw) -10 yards.,20,17
03:21,3,Missed Field Goal,46,Paul McCallum 46 yard field goal attempt is GOOD.,27,20
01:14,3,Interception,4,Kevin Glenn pass intended for Korey Williams INTERCEPTED and returned for 4 yards. Tackled by Korey Williams.,27,20
12:13,3,Illegal Block,61,Ricky Schmitt punts for 51 yards to Mtl26. Penalty: Illegal Block on Montreal (Winston Venable) 10 yards.,0,0
09:28,3,Rush,1,Tanner Marsh rush for 1 yard to the Mtl38. Tackled by J.R. LaRose.,0,0
03:52,3,Rush,1,Tanner Marsh rush for 1 yard to the BC43. Tackled by Eric Taylor.,0,7
02:27,3,Rush,2,Tanner Marsh rush for 2 yards to the BC32. Tackled by Khreem Smith.,0,7
14:20,3,Missed Field Goal,20,45 yard field goal attempt by Sean Whyte is NO GOOD.  Missed field goal returned by Stefan Logan to the BC13. Tackled by Kristian Matte.,0,14
10:08,3,Holding,55,Ricky Schmitt punts for 47 yards to Mtl16. Penalty: Holding on Montreal 8 yards.,0,14
09:24,3,Rush,41,Tanner Marsh rush for 41 yards to the BC51. Tackled by Ryan Phillips.,0,14
07:55,3,Illegal Block,50,Sean Whyte punts for 45 yards to BC14. Penalty: No Yards on Montreal (Chip Cox) -5 yards. Penalty: Illegal Block on BC 10 yards.,0,14
03:07,3,Missed Field Goal,34,Sean Whyte 34 yard field goal attempt is GOOD.,0,17
00:14,3,Missed Field Goal,27,Sean Whyte 27 yard field goal attempt is GOOD.,0,20
13:43,3,Unnecessary Roughness,17,Ricky Schmitt punts for 54 yards to Mtl12. Larry Taylor return for 2 yards to Mtl14. Tackled by Jamall Johnson. Penalty: Unnecessary Roughness on BC (Jamall Johnson) 15 yards.,0,20
12:11,3,Fumble,2,"Tanner Marsh rush for 2 yards to the Mtl40. FUMBLE, recovered by BC (Solomon Elimimian). Tackled by Josh Bourke.",0,20
09:19,3,Missed Field Goal,24,Paul McCallum 24 yard field goal attempt is GOOD.,3,20
06:51,3,Rush,-4,Korey Williams rush for a loss of 4 yards to the Mtl54. Tackled by Scott Paxson.,3,20
04:30,3,Rush,1,Brandon Whitaker rush for 1 yard to the BC35. Tackled by Solomon Elimimian.,3,20
01:50,3,Unnecessary Roughness,33,Sean Whyte punts for 33 yards to BC45. Penalty: No Yards on Montreal (Kenny Stafford) -15 yards. Penalty: Unnecessary Roughness on BC 15 yards.,3,20
00:20,3,Offside,5,Penalty: Offside on Montreal (Aaron Lavarias) 5 yards.,3,20
09:34,3,Field Goal Single,43,43 yard field goal attempt by Sean Whyte is NO GOOD (Single).,3,21
02:34,3,Missed Field Goal,47,Sean Whyte 47 yard field goal attempt is GOOD.,3,24
01:20,3,Pass,7,John Beck pass to Courtney Taylor for 7 yards for a TOUCHDOWN.,9,24
00:50,3,Rush,0,Tanner Marsh rush for no gain to the BC41. Tackled by Adam Bighill.,9,24
13:20,3,Punt Single,0,Ricky Schmitt punts for 52 yards to Ssk0. No return (Single).,1,0
11:07,3,Rush,2,Tino Sunseri rush for 2 yards to the BC54. Tackled by Jabar Westerman.,1,0
09:58,3,Illegal Block,-6,Josh Bartel punts for 38 yards to BC16. Stefan Logan return for 4 yards to BC20. Penalty: Illegal Block on BC (Jabar Westerman) -10 yards.,1,0
06:59,3,Unnecessary Roughness,15,Ricky Schmitt punts for 65 yards to Ssk5. Marshay Green return for no gain to Ssk5. Tackled by Matt McGarva. Penalty: Unnecessary Roughness on BC (Jordan Matechuk) 15 yards.,1,0
02:19,3,Missed Field Goal,15,Paul McCallum 15 yard field goal attempt is GOOD.,4,0
10:50,3,Missed Field Goal,18,Chris Milo 18 yard field goal attempt is GOOD.,11,3
06:51,3,Missed Field Goal,10,Chris Milo 10 yard field goal attempt is GOOD.,11,6
10:58,3,Illegal Block,-7,Josh Bartel punts for 43 yards to BC47. Stefan Logan return for 3 yards to BC50. Penalty: Illegal Block on BC (Jason Arakgi) -10 yards.,14,13
08:11,3,Illegal Block,48,Ricky Schmitt punts for 38 yards to Ssk22. Penalty: Illegal Block on Saskatchewan (Alex Anthony) 10 yards.,14,13
06:56,3,Illegal Block,-2,Josh Bartel punts for 49 yards to BC47. Stefan Logan return for 8 yards to BC55. Penalty: Illegal Block on BC (Cord Parks) -10 yards.,14,13
04:09,3,Missed Field Goal,21,43 yard field goal attempt by Paul McCallum is NO GOOD.  Missed field goal returned by Marshay Green to the Ssk11. Tackled by Jamall Johnson.,14,13
02:56,3,Safety,-4,Safety,16,13
01:28,3,No Yards,22,Ricky Schmitt punts for 37 yards to Ssk13. Penalty: No Yards on BC (Jason Arakgi) -15 yards.,16,13
11:14,3,Missed Field Goal,30,Paul McCallum 30 yard field goal attempt is GOOD.,19,13
01:54,3,Rush,-2,Andrew Harris rush for a loss of 2 yards to the Ssk35. Tackled by Trevor Guyton.,26,13
11:45,3,Missed Field Goal,30,30 yard field goal attempt is GOOD.,0,3
04:13,3,Missed Field Goal,42,42 yard field goal attempt is GOOD.,3,10
02:59,3,Holding,36,punts for 41 yards to Mtl40. Penalty: No Yards on BC -15 yards. Penalty: Holding on Montreal 10 yards.,3,10
01:42,3,Illegal Block,-5,punts for 41 yards to BC31.   return for 5 yards to BC36. Penalty: Illegal Block on BC -10 yards.,3,10
14:43,3,No Yards,32,punts for 37 yards to Mtl31. Penalty: No Yards on BC -5 yards.,3,10
12:19,3,Illegal Block,48,punts for 38 yards to BC49. Penalty: Illegal Block on BC 10 yards.,3,10
10:06,3,Illegal Block,30,punts for 35 yards to Mtl34. Penalty: No Yards on BC -15 yards. Penalty: Illegal Block on Montreal 10 yards.,3,10
03:48,3,Missed Field Goal,16,16 yard field goal attempt is GOOD.,3,13
02:12,3,Fumble,9,Punt blocked FUMBLE Recovered by BC ( ) and returned for 19 yards,3,13
12:31,3,Illegal Punt,8,punts for 18 yards to Mtl22. Penalty: Illegal Punt on BC -10 yards.,3,20
01:05,3,Incomplete Pass,0,incomplete pass.,3,27
04:22,3,Safety,-5,Safety,5,41
03:50,3,Incomplete Pass,0,incomplete pass.,5,41
01:00,3,Incomplete Pass,0,incomplete pass.,5,41
02:16,3,Missed Field Goal,27,Lirim Hajrullahu 27 yard field goal attempt is GOOD.,6,0
01:31,3,Holding,49,Paul McCallum punts for 39 yards to Wpg49. Penalty: Holding on Winnipeg (Michel-Pierre Pontbriand) 10 yards.,6,0
10:12,3,Missed Field Goal,33,Lirim Hajrullahu 33 yard field goal attempt is GOOD.,9,0
07:09,3,Face Mask,32,Lirim Hajrullahu punts for 36 yards to BC49.   return for 17 yards to Wpg44. Penalty: Face Mask on Winnipeg (Don Unamba) 15 yards.,9,0
03:23,3,Missed Field Goal,11,Paul McCallum 11 yard field goal attempt is GOOD.,9,3
01:59,3,Rush,0,Robert Marve rush for no gain to the BC23. Tackled by J.R. LaRose.,9,3
09:21,3,Missed Field Goal,51,Lirim Hajrullahu 51 yard field goal attempt is GOOD.,12,6
08:14,3,No Yards,14,Paul McCallum punts for 29 yards to Wpg45. Penalty: No Yards on BC (Jason Arakgi) -15 yards.,12,6
04:35,3,Rush,2,Travis Partridge rush for 2 yards to the BC46. Tackled by Ejiro Kuale.,20,6
00:37,3,Missed Field Goal,49,Lirim Hajrullahu 49 yard field goal attempt is GOOD.,23,6
12:01,3,Illegal Block,-2,Lirim Hajrullahu punts for 50 yards to BC20.   return for 8 yards to BC28. Penalty: Illegal Block on BC (Jason Arakgi) -10 yards.,23,6
00:48,3,Incomplete Pass,0,Kevin Glenn incomplete pass intended for Shawn Gore.,23,6
08:24,3,Missed Field Goal,45,45 yard field goal attempt is GOOD.,10,7
01:35,3,Holding,56,punts for 51 yards to Cgy11. Penalty: Holding on Calgary 5 yards.,10,21
12:46,3,Illegal Procedure,-5,Penalty: Illegal Procedure on BC -5 yards.,10,21
