12:51,3,Unnecessary Roughness,22,Hugh O'Neill punts for 42 yards to Cgy26. Larry Taylor return for 7 yards to Cgy33. Penalty: Unnecessary Roughness on BC 15 yards.,0,0
10:09,3,Rush,2,Thomas DeMarco rush for 2 yards to the BC31. Tackled by Brandon Smith.,0,0
05:51,3,Missed Field Goal,38,Rene Paredes 38 yard field goal attempt is GOOD.,0,3
02:17,3,No Yards,40,Rob Maver punts for 25 yards to Cgy40. Penalty: No Yards on BC 15 yards.,0,3
10:14,3,Time Count,-5,Penalty: Time Count on BC (Hugh O'Neill) -5 yards.,7,10
05:49,3,No Yards,22,Hugh O'Neill punts for 37 yards to Cgy30. Penalty: No Yards on BC (Steven Shott) -15 yards.,7,10
03:46,3,Rush,-1,Thomas DeMarco rush for a loss of 1 yard to the BC37. Tackled by Alvin Bowen.,7,10
02:20,3,Rush,2,Bo Levi Mitchell rush for 2 yards to the BC14. Tackled by Anton McKenzie.,7,10
11:33,3,Holding,-3,Hugh O'Neill punts for 57 yards to Cgy13. Jonathan Williams return for 7 yards to Cgy20. Penalty: Holding on Calgary (Alvin Bowen) -10 yards.,17,17
10:05,3,No Yards,30,Rob Maver punts for 35 yards to Cgy53. Penalty: No Yards on Calgary (Marvin Booker) -5 yards.,17,17
06:17,3,Fumble,27,"Hugh O'Neill punts for 22 yards to Cgy18. FUMBLE, recovered by Cgy (Cord Parks) and returned for 5 yards.",17,17
04:47,3,Missed Field Goal,36,Hugh O'Neill 36 yard field goal attempt is GOOD.,20,17
01:20,3,Missed Field Goal,19,Hugh O'Neill 19 yard field goal attempt is GOOD.,23,17
12:55,3,Missed Field Goal,10,Hugh O'Neill 10 yard field goal attempt is GOOD.,26,17
09:59,3,Missed Field Goal,32,Rene Paredes 32 yard field goal attempt is GOOD.,26,20
01:13,3,Missed Field Goal,47,Hugh O'Neill 47 yard field goal attempt is GOOD.,29,27
00:43,3,Incomplete Pass,0,Bo Levi Mitchell incomplete pass intended for Terence Jeffers-Harris.,29,27
07:27,3,Punt Single,0,Hugh O'Neill punts for 60 yards to Edm0. No return. Hugh O'Neill 0 yard punt single attempt is GOOD.,0,8
06:08,3,Rush,6,Hugh Charles rush for 6 yards to the Edm50. Tackled by Josh Bell.,0,8
12:27,3,Rush,3,Hugh Charles rush for 3 yards to the Edm43. Tackled by Solomon Elimimian.,7,8
10:50,3,Offside,5,Penalty: Offside on Edmonton (Ted Laurent) 5 yards.,17,8
04:59,3,Missed Field Goal,10,Grant Shaw 10 yard field goal attempt is GOOD.,20,15
03:43,3,Rush,2,Thomas DeMarco rush for 2 yards to the Edm52. Tackled by Rennie Curran.,20,15
02:58,3,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Elvis Akpla.,27,22
01:59,3,Incomplete Pass,0,Thomas DeMarco incomplete pass intended for Seydou Junior Haidara.,27,22
00:30,3,Pass,7,Thomas DeMarco pass to Elvis Akpla for 7 yards to the Edm31. Tackled by Marcell Young.,27,22
08:08,3,Illegal Block,4,Hugh O'Neill punts for 41 yards to Cgy29. Larry Taylor return for 14 yards to Cgy43. Penalty: Illegal Block on Calgary -10 yards.,0,7
03:03,3,Punt Single,0,Rob Maver punts for 54 yards to BC0. No return (Single).,6,24
02:07,3,Unnecessary Roughness,47,Hugh O'Neill punts for 39 yards to Cgy49. Larry Taylor return for 34 yards to BC27. Tackled by Rolly Lumbala. Penalty: Unnecessary Roughness on BC (Rolly Lumbala) 13 yards.,6,24
10:26,3,Missed Field Goal,40,Hugh O'Neill 40 yard field goal attempt is GOOD.,24,38
06:14,3,Missed Field Goal,39,Rene Paredes 39 yard field goal attempt is GOOD.,24,41
05:00,3,No Yards,23,Hugh O'Neill punts for 38 yards to Cgy48. Penalty: No Yards on BC (Cord Parks) -15 yards.,24,41
02:16,3,Missed Field Goal,27,Rene Paredes 27 yard field goal attempt is GOOD.,24,44
00:23,3,Pass,11,Travis Lulay pass to Akeem Foster for 11 yards to the Cgy7. Tackled by Jonathan Hefney.,24,44
11:24,3,Holding,-2,Hugh O'Neill punts for 45 yards to Tor6. Chad Owens return for 2 yards to Tor8. Penalty: Holding on Toronto (Brandon Isaac) -4 yards.,0,0
14:26,3,Missed Field Goal,23,Hugh O'Neill 23 yard field goal attempt is GOOD.,0,10
09:02,3,Missed Field Goal,34,Hugh O'Neill 34 yard field goal attempt is GOOD.,0,13
04:54,3,Missed Field Goal,42,Noel Prefontaine 42 yard field goal attempt is GOOD.,3,13
01:24,3,Field Goal Single,43,43 yard field goal attempt by Hugh O'Neill is NO GOOD (Single).,3,14
06:51,3,Rush,4,Thomas DeMarco rush for 4 yards to the Tor15. Tackled by Robert McCune.,3,14
05:17,3,Missed Field Goal,24,Hugh O'Neill 24 yard field goal attempt is GOOD.,3,17
01:29,3,Pass,6,Ricky Ray pass to Chad Owens for 6 yards to the BC7. Tackled by Dante Marsh.,3,17
00:07,3,Missed Field Goal,12,Noel Prefontaine 12 yard field goal attempt is GOOD.,6,17
14:15,3,Fumble,2,"Hugh O'Neill rush for 2 yards to the BC38. FUMBLE, recovered by Tor (Matt Black). Tackled by Hugh O'Neill.",6,17
12:13,3,Missed Field Goal,37,Noel Prefontaine 37 yard field goal attempt is GOOD.,9,17
11:00,3,Rush,3,Thomas DeMarco rush for 3 yards to the BC36. Tackled by Robert McCune.,9,17
08:46,3,No Yards,26,Hugh O'Neill punts for 41 yards to Tor32. Penalty: No Yards on BC (Josh Bell) -15 yards.,9,17
03:35,3,Rush,1,Ricky Ray rush for 1 yard to the Tor49. Tackled by Anton McKenzie.,9,24
02:40,3,Illegal Block,29,Hugh O'Neill punts for 34 yards to Tor14. Penalty: No Yards on BC (Lin-J Shell) -15 yards. Penalty: Illegal Block on Toronto 10 yards.,9,24
09:22,3,Rush,-1,Thomas DeMarco rush for a loss of 1 yard to the BC52. Tackled by J.C. Sherritt.,0,0
07:27,3,Rush,3,Kerry Joseph rush for 3 yards to the BC40. Tackled by Dante Marsh.,0,0
03:58,3,Missed Field Goal,32,Grant Shaw 32 yard field goal attempt is GOOD.,0,3
